age,months_as_customer,policy_annual_premium,umbrella_limit,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,claim_ratio,avg_claim_per_vehicle,injury_ratio,property_ratio,vehicle_ratio,high_claim_flag,no_witness_high_claim,incident_type,incident_severity,policy_state,insured_sex,collision_type,nlp_fraud_score,fraud_label
31,163,1004.63,6000000,14,3,2,0,63910,5810,11620,46480,63.552201107763295,15977.5,0.09090766847647509,0.18181533695295019,0.7272613478118007,1,1,0,2,1,1,2,0.1199742857615153,0
40,219,1134.91,0,6,1,1,0,6400,640,640,5120,5.634249192277557,3200.0,0.09998437744102484,0.09998437744102484,0.7998750195281987,1,1,3,3,2,0,0,0.0993852642810706,0
25,88,1194.0,0,6,1,1,2,66780,7420,7420,51940,55.88284518828452,33390.0,0.11110944729788413,0.11110944729788413,0.7777661310851889,1,0,2,0,1,0,2,0.4616602198282877,1
39,40,1248.25,4000000,8,1,0,2,8760,1460,1460,5840,7.012207324394637,4380.0,0.16664764296313206,0.16664764296313206,0.6665905718525282,1,0,1,1,1,0,0,0.0873722219467163,0
42,284,1338.54,-1000000,13,1,0,1,94160,8560,17120,68480,70.29278707616048,47080.0,0.09090812544471703,0.18181625088943407,0.7272650035577363,1,0,2,0,2,1,3,0.1199742857615153,0
40,59,782.23,0,0,3,0,2,51570,5730,11460,34380,65.84272818967608,12892.5,0.11110895658412674,0.22221791316825348,0.6666537395047605,1,0,0,2,0,1,1,0.1199742857615153,0
31,39,1366.9,0,14,3,1,0,52700,10540,10540,31620,38.526208056144455,13175.0,0.19999620500559762,0.19999620500559762,0.5999886150167929,1,1,0,0,0,0,2,0.4616602198282877,1
34,147,1275.81,0,13,1,2,2,101010,15540,15540,69930,79.11122249982378,50505.0,0.15384463078278604,0.15384463078278604,0.6923008385225371,1,0,2,1,0,1,3,0.1285283970832825,0
37,156,1090.65,0,16,4,1,2,53400,5340,5340,42720,48.916777355379466,10680.0,0.09999812737589184,0.09999812737589184,0.7999850190071347,1,0,0,1,1,1,2,0.4774945961345326,1
31,123,1326.0,0,13,1,1,2,72120,12020,12020,48080,54.34815373021854,36060.0,0.16666435573550006,0.16666435573550006,0.6666574229420003,1,0,2,2,1,0,3,0.1363528675630868,0
43,231,972.47,0,15,3,2,2,77100,7710,15420,53970,79.20120804955468,19275.0,0.0999987029999611,0.1999974059999222,0.6999909209997276,1,0,0,1,0,1,1,0.1285283970832825,0
39,247,806.31,0,3,1,2,3,3300,600,0,2700,4.087649106291264,1650.0,0.18176310209027569,0.0,0.8179339594062406,0,0,1,3,0,0,0,0.1335860877134362,0
35,194,1416.24,0,7,1,1,0,5940,1080,540,4320,4.191244954982925,2970.0,0.181787577848847,0.0908937889244235,0.727150311395388,0,1,1,1,0,0,0,0.0873722219467163,0
27,119,1097.64,0,16,2,1,0,63720,7080,21240,35400,57.99898055778052,21240.0,0.11110936739850284,0.33332810219550857,0.5555468369925143,1,1,0,0,1,1,2,0.1285283970832825,0
43,259,947.75,0,15,1,1,3,7680,1280,640,5760,8.09486166007905,3840.0,0.16664496810311158,0.08332248405155579,0.749902356464002,1,0,3,3,0,0,0,0.1099832439422607,0
31,107,1018.73,5000000,21,3,1,2,93730,14420,21630,57680,91.91648769772391,23432.5,0.1538445124878642,0.2307667687317963,0.6153780499514568,1,0,0,2,0,1,3,0.1199742857615153,0
44,48,1400.74,0,23,3,0,2,87300,17460,17460,52380,62.27973803986474,21825.0,0.1999977090754974,0.1999977090754974,0.5999931272264922,1,0,0,0,0,1,2,0.1285283970832825,0
40,267,1155.53,5000000,5,1,0,2,5670,1260,630,3780,4.902596560400508,2835.0,0.22218303650149884,0.11109151825074942,0.6665491095044965,0,0,1,3,0,1,0,0.1335860877134362,0
47,286,1386.93,0,15,3,0,0,65800,13160,6580,46060,47.40873098787402,16450.0,0.1999969605325147,0.09999848026625735,0.6999893618638015,1,1,0,1,1,1,2,0.1199742857615153,0
34,175,915.29,0,14,1,2,1,36720,4080,4080,28560,40.07464885571162,18360.0,0.11110808529179489,0.11110808529179489,0.7777565970425642,1,0,2,0,2,0,1,0.4616602198282877,1
29,111,1239.55,2000000,1,1,1,1,52800,4800,9600,38400,42.561766958204025,26400.0,0.09090736917861404,0.18181473835722808,0.7272589534289123,1,0,2,0,0,0,3,0.4040630399613154,1
37,151,1366.42,0,14,3,1,2,59100,5910,5910,47280,43.22007868833277,14775.0,0.09999830798125244,0.09999830798125244,0.7999864638500195,1,0,0,2,1,0,2,0.4774945961345326,1
37,156,1086.48,6000000,17,3,1,1,77440,14080,7040,56320,71.210505020782,19360.0,0.18181583398974704,0.09090791699487352,0.7272633359589882,1,0,0,2,2,1,2,0.1363528675630868,0
36,165,1247.87,0,20,3,2,2,45700,4570,4570,36560,36.59308014445059,11425.0,0.099997811864073,0.099997811864073,0.799982494912584,1,0,0,2,0,1,3,0.1285283970832825,0
41,253,1312.75,0,10,3,2,2,80740,7340,14680,58720,61.45765937202664,20185.0,0.0909079649744244,0.1818159299488488,0.7272637197953952,1,0,0,0,2,0,2,0.4616602198282877,1
26,10,765.64,0,3,3,0,3,31350,2850,5700,22800,40.89272670353751,7837.5,0.09090619119007368,0.18181238238014735,0.7272495295205894,1,0,0,0,1,1,1,0.5597630786895753,1
33,158,1327.41,0,0,1,0,0,35000,3500,7000,24500,26.347287358571524,17500.0,0.09999714293877318,0.19999428587754636,0.6999800005714123,1,1,2,2,2,0,3,0.1285283970832825,0
59,436,1338.55,0,10,3,2,2,68000,13600,6800,47600,50.76331603896831,17000.0,0.19999705886678137,0.09999852943339069,0.6999897060337348,1,0,0,2,2,1,3,0.1285283970832825,0
30,91,1316.63,8000000,13,3,2,0,84500,13000,13000,58500,64.13029454399187,21125.0,0.15384433320315735,0.15384433320315735,0.6922994994142081,1,1,0,1,0,0,3,0.1363528675630868,0
42,256,1286.44,0,14,1,2,1,75500,7550,15100,52850,58.643509600447395,37750.0,0.0999986755142316,0.1999973510284632,0.6999907285996212,1,0,2,1,0,0,2,0.1199742857615153,0
46,274,1372.18,0,22,3,1,3,90600,15100,15100,60400,65.9782402889643,22650.0,0.16666482709903865,0.16666482709903865,0.6666593083961546,1,0,0,2,2,1,3,0.1285283970832825,0
45,275,1447.77,0,8,3,1,1,64320,5360,10720,48240,44.39628098317883,16080.0,0.08333203774816934,0.1666640754963387,0.7499883397335241,1,0,0,2,1,0,3,0.1199742857615153,0
33,1,903.32,0,1,3,1,0,31700,6340,3170,22190,35.053963198867656,7925.0,0.19999369105075548,0.09999684552537774,0.6999779186776443,1,1,0,1,0,0,2,0.1199742857615153,0
30,85,1454.42,0,19,1,0,1,74280,12380,12380,49520,51.036814115513046,37140.0,0.16666442293453237,0.16666442293453237,0.6666576917381295,1,0,2,0,1,1,3,0.4774945961345326,1
37,233,1603.42,0,17,1,0,2,80520,13420,6710,60390,50.18636018000274,40260.0,0.16666459681325368,0.08333229840662684,0.7499906856596416,1,0,2,2,0,0,1,0.1199742857615153,0
30,142,1616.58,0,13,3,0,3,63600,6360,12720,44520,39.31799354591427,15900.0,0.09999842769767771,0.19999685539535542,0.6999889938837439,1,0,0,0,1,1,2,0.1285283970832825,0
44,266,1611.83,0,4,1,1,2,32800,3280,3280,26240,20.336923296317654,16400.0,0.09999695131245999,0.09999695131245999,0.7999756104996799,1,0,2,2,0,1,1,0.1285283970832825,0
50,350,889.13,0,14,3,0,2,44190,9820,4910,29460,49.64443395908463,11047.5,0.22221719354619718,0.11110859677309859,0.6666515806385915,1,0,0,2,2,0,2,0.1285283970832825,0
26,97,1252.08,0,4,2,2,2,50400,10080,5040,35280,40.22089571296326,16800.0,0.19999603182476539,0.09999801591238269,0.6999861113866789,1,0,0,0,0,1,2,0.5597630786895753,1
55,399,995.56,0,23,3,1,1,88400,17680,8840,61880,88.70514570121217,22100.0,0.19999773758215406,0.09999886879107703,0.6999920815375392,1,0,0,2,0,1,3,0.1285283970832825,0
49,305,1347.92,0,21,3,0,2,66550,12100,6050,48400,49.33576490822287,16637.5,0.1818154498054124,0.0909077249027062,0.7272617992216496,1,0,0,2,0,0,1,0.1199742857615153,0
47,276,1724.09,0,23,3,0,0,65780,5980,11960,47840,38.131343871913934,16445.0,0.09090770891290799,0.18181541782581598,0.7272616713032639,1,1,0,1,1,1,2,0.1363528675630868,0
40,257,1379.93,0,6,3,0,2,51810,9420,4710,37680,37.518194260389734,12952.5,0.1818146725598811,0.09090733627994055,0.7272586902395244,1,0,0,0,1,1,3,0.4040630399613154,1
31,78,1554.64,4000000,21,1,1,0,55660,5060,10120,40480,35.77948625646036,27830.0,0.09090745764538904,0.1818149152907781,0.7272596611631124,1,1,2,0,1,1,1,0.4774945961345326,1
28,129,1377.94,0,23,1,2,3,44640,9920,4960,29760,32.37269206782021,22320.0,0.22221724423736028,0.11110862211868014,0.6666517327120808,1,0,2,0,2,1,3,0.1199742857615153,0
46,283,1313.33,0,3,3,1,3,77660,7060,14120,56480,59.08713945508358,19415.0,0.09090792032036672,0.18181584064073344,0.7272633625629338,1,0,0,0,0,0,1,0.4774945961345326,1
25,85,1259.02,0,8,1,2,2,5640,940,940,3760,4.476119426675767,2820.0,0.16663712107782308,0.16663712107782308,0.6665484843112923,0,0,1,3,1,0,0,0.0873722219467163,0
26,101,1371.88,0,4,1,2,2,3190,580,580,2030,2.323582541809918,1595.0,0.18176120338451895,0.18176120338451895,0.6361642118458164,0,0,1,3,0,0,0,0.0873722219467163,0
30,96,1399.27,6000000,22,1,0,0,53440,0,6680,46760,38.164068358245196,26720.0,0.0,0.12499766097191295,0.8749836268033907,1,1,2,2,2,1,3,0.1285283970832825,0
31,121,1061.98,6000000,16,1,0,1,65250,7250,7250,50750,61.384033566012526,32625.0,0.1111094082849305,0.1111094082849305,0.7777658579945135,1,0,2,1,0,0,2,0.1285283970832825,0
39,176,1365.46,4000000,14,3,2,1,44280,4920,4920,34440,32.40490025320902,11070.0,0.1111086018834263,0.1111086018834263,0.7777602131839841,1,0,0,1,2,1,3,0.1363528675630868,0
37,159,894.4,0,13,1,2,0,70290,7810,7810,54670,78.5012285012285,35145.0,0.11110953038084534,0.11110953038084534,0.7777667126659173,1,1,2,2,0,1,2,0.1199742857615153,0
30,120,956.69,0,20,1,1,1,87100,8710,8710,69680,90.94801031649072,43550.0,0.0999988519075556,0.0999988519075556,0.7999908152604448,1,0,2,1,1,0,1,0.1199742857615153,0
35,212,1123.89,0,0,3,1,3,50380,4580,4580,41220,44.78660135657709,12595.0,0.09090728647704492,0.09090728647704492,0.8181655782934043,1,0,0,2,1,1,1,0.1285283970832825,0
45,290,1085.03,0,23,3,2,2,64800,12960,6480,45360,59.66686003149084,16200.0,0.1999969136278761,0.09999845681393806,0.6999891976975664,1,0,0,2,0,0,3,0.4040630399613154,1
42,299,1437.33,0,13,1,1,3,70400,12800,12800,44800,48.94565224948378,35200.0,0.1818155992102385,0.1818155992102385,0.6363545972358348,1,0,2,1,2,0,2,0.1199742857615153,0
26,66,988.29,0,8,1,2,2,57860,0,10520,47340,58.48638922863872,28930.0,0.0,0.1818150394911944,0.8181676777103749,1,0,2,0,0,1,2,0.5597630786895753,1
47,334,1238.89,0,3,1,0,3,6240,960,960,4320,5.032704514110122,3120.0,0.15382150296426855,0.15382150296426855,0.6921967633392084,1,0,3,1,0,1,0,0.1099832439422607,0
38,216,1384.64,5000000,16,1,2,3,66600,16650,11100,38850,48.064432320083135,33300.0,0.24999624630260808,0.1666641642017387,0.5833245747060855,1,0,2,2,1,0,2,0.4616602198282877,1
28,86,1595.07,0,19,1,0,2,70920,11820,11820,47280,44.4341413597148,35460.0,0.16666431663400122,0.16666431663400122,0.6666572665360049,1,0,2,1,1,1,3,0.1199742857615153,0
56,429,1127.89,6000000,0,1,2,0,39480,6580,6580,26320,34.97240652322192,19740.0,0.16666244522681797,0.16666244522681797,0.6666497809072719,1,1,2,1,2,1,2,0.1363528675630868,0
43,257,929.7,6000000,12,1,2,2,63240,10540,5270,47430,67.94885570001074,31620.0,0.16666403124555274,0.08333201562277637,0.7499881406049873,1,0,2,2,1,0,1,0.1199742857615153,0
34,15,1829.63,0,21,3,1,0,67650,12300,6150,49200,36.954491076842395,16912.5,0.1818154942277276,0.0909077471138638,0.7272619769109104,1,1,0,2,0,1,3,0.1199742857615153,0
39,230,904.7,7000000,0,1,1,3,74200,14840,14840,44520,81.92558242243568,37100.0,0.19999730461853613,0.19999730461853613,0.5999919138556085,1,0,2,0,0,0,1,0.5597630786895753,1
43,250,1243.84,0,22,1,1,3,64900,12980,12980,38940,52.13521416406928,32450.0,0.19999691838338393,0.19999691838338393,0.5999907551501518,1,0,2,1,2,0,3,0.1199742857615153,0
44,270,1030.95,0,20,3,1,0,35900,7180,3590,25130,34.78850719511604,8975.0,0.1999944291245369,0.09999721456226845,0.6999805019358792,1,1,0,0,0,0,2,0.4040630399613154,1
26,65,1285.03,3000000,0,1,1,3,52200,5220,10440,36540,40.59003289192321,26100.0,0.09999808432788644,0.19999616865577288,0.699986590295205,1,0,2,1,1,0,2,0.1285283970832825,0
57,475,1216.56,0,20,1,0,2,78000,6500,13000,58500,64.06255133217255,39000.0,0.08333226497096191,0.16666452994192382,0.7499903847386572,1,0,2,1,2,1,1,0.1285283970832825,0
27,77,966.26,0,1,3,0,0,67200,6720,6720,53760,69.4745983499783,16800.0,0.09999851192690586,0.09999851192690586,0.7999880954152468,1,1,0,1,1,0,1,0.1363528675630868,0
43,256,1203.17,0,11,1,0,0,63250,11500,5750,46000,52.52580615693797,31625.0,0.1818153072678693,0.09090765363393465,0.7272612290714772,1,1,2,2,2,0,2,0.1285283970832825,0
37,229,1212.12,0,14,3,1,1,68760,11460,5730,51570,56.68029543656028,17190.0,0.16666424281205916,0.08333212140602958,0.7499890926542663,1,0,0,0,0,0,3,0.1363528675630868,0
28,110,1573.93,0,20,3,0,2,65040,10840,10840,43360,41.297073520727906,16260.0,0.16666410418044003,0.16666410418044003,0.6666564167217601,1,0,0,1,2,1,3,0.1199742857615153,0
33,177,1609.67,0,22,1,1,3,82800,20700,13800,48300,51.40717837918382,41400.0,0.24999698071279333,0.16666465380852888,0.5833262883298511,1,0,2,0,0,1,3,0.4774945961345326,1
44,292,1097.57,0,12,1,1,0,61700,6170,6170,49360,56.16392218975577,30850.0,0.09999837928072479,0.09999837928072479,0.7999870342457983,1,1,2,2,2,1,3,0.1363528675630868,0
61,451,1618.65,2000000,3,3,2,1,78100,15620,7810,54670,48.220294508072726,19525.0,0.19999743921332633,0.09999871960666316,0.6999910372466421,1,0,0,0,1,0,2,0.4040630399613154,1
24,61,922.67,0,15,3,2,1,65520,9360,9360,46800,70.93442463217383,16380.0,0.1428549625310969,0.1428549625310969,0.7142748126554845,1,0,0,0,1,0,2,0.5597630786895753,1
30,150,1342.02,0,8,1,0,2,4500,450,450,3600,3.350657473455347,2250.0,0.09997778271495224,0.09997778271495224,0.7998222617196179,0,0,1,3,1,1,0,0.1335860877134362,0
41,283,1195.01,0,13,3,0,2,42700,0,6100,36600,35.702042625061665,10675.0,0.0,0.14285379733495704,0.8571227840097422,1,0,0,0,2,0,3,0.4616602198282877,1
46,291,994.74,0,8,1,2,2,5580,620,620,4340,5.603872496836524,2790.0,0.11109120229349578,0.11109120229349578,0.7776384160544705,1,0,1,1,2,0,0,0.2408848190307617,1
31,162,1050.24,0,7,1,0,0,3600,360,720,2520,3.4245272249914387,1800.0,0.09997222993612885,0.1999444598722577,0.6998056095529019,0,1,1,1,1,0,0,0.2408848190307617,1
36,154,1313.51,7000000,9,1,2,0,2800,280,280,2240,2.1300712813139495,1400.0,0.09996429846483398,0.09996429846483398,0.7997143877186719,0,0,3,3,0,0,0,0.1099832439422607,0
47,289,1102.29,0,15,1,1,0,54000,6000,6000,42000,48.944520479656305,27000.0,0.11110905353604562,0.11110905353604562,0.7777633747523194,1,1,2,1,2,0,1,0.1363528675630868,0
19,10,1185.78,0,5,1,0,2,48950,4450,8900,35600,41.246060769477076,24475.0,0.09090723376437662,0.18181446752875324,0.727257870115013,1,0,2,1,1,0,3,0.5597630786895753,1
47,309,1527.95,0,15,4,0,1,77800,15560,15560,46680,50.88459400241996,15560.0,0.1999974293389545,0.1999974293389545,0.5999922880168636,1,0,0,0,0,1,2,0.1199742857615153,0
57,396,1366.39,0,22,3,2,1,52560,11680,5840,35040,38.43819246886404,13140.0,0.22221799433039707,0.11110899716519854,0.6666539829911912,1,0,0,0,1,1,1,0.1363528675630868,0
41,273,1403.9,0,16,2,1,2,44110,4010,8020,32080,31.397252473485654,14703.333333333334,0.09090702999251887,0.18181405998503775,0.727256239940151,1,0,0,2,2,0,3,0.1363528675630868,0
30,129,927.23,0,7,1,1,3,74360,13520,6760,54080,80.10945563060879,37180.0,0.1818157367437232,0.0909078683718616,0.7272629469748928,1,0,2,2,0,0,1,0.1285283970832825,0
31,140,1554.86,6000000,2,1,1,2,6120,680,680,4760,3.93351586903706,3060.0,0.1110929586668845,0.1110929586668845,0.7776507106681915,0,0,1,1,2,0,0,0.4774945961345326,1
53,419,736.07,6000000,17,4,0,0,62280,5190,10380,46710,84.4967235133705,12456.0,0.08333199531157175,0.1666639906231435,0.7499879578041457,1,1,0,1,0,1,3,0.1285283970832825,0
44,315,974.16,6000000,12,3,1,0,26730,4860,4860,17010,27.410886418638995,6682.5,0.1818113800456399,0.1818113800456399,0.6363398301597396,1,1,0,2,0,0,1,0.1199742857615153,0
29,72,973.8,0,9,1,1,0,66200,6620,6620,52960,67.91136643414033,33100.0,0.09999848944879987,0.09999848944879987,0.799987915590399,1,1,2,0,2,0,2,0.1199742857615153,0
26,32,1260.32,6000000,16,1,1,2,45500,9100,4550,31850,36.07332001395364,22750.0,0.19999560449220896,0.09999780224610448,0.6999846157227314,1,0,2,2,2,1,3,0.1199742857615153,0
41,230,1464.03,0,19,3,2,0,53040,4420,4420,44200,36.20403677740388,13260.0,0.08333176222167757,0.08333176222167757,0.8333176222167757,1,1,0,1,1,1,3,0.1285283970832825,0
32,157,617.11,0,14,3,1,2,50800,10160,5080,35560,82.18601866981605,12700.0,0.1999960630696246,0.0999980315348123,0.6999862207436861,1,0,0,0,2,1,1,0.4040630399613154,1
41,265,1724.46,6000000,18,3,1,3,44200,4420,4420,35360,25.61635737716319,11050.0,0.09999773760774643,0.09999773760774643,0.7999819008619714,1,0,0,2,1,0,3,0.1285283970832825,0
34,47,1161.31,0,23,1,1,3,62920,11440,5720,45760,54.133578821484804,31460.0,0.18181529219179607,0.09090764609589803,0.7272611687671843,1,0,2,1,0,0,1,0.1199742857615153,0
29,113,1091.73,0,15,3,0,2,49950,5550,5550,38850,45.711200388018995,12487.5,0.1111088867089748,0.1111088867089748,0.7777622069628236,1,0,0,1,2,1,2,0.4040630399613154,1
46,289,1209.07,0,18,1,0,1,56430,6270,6270,43890,46.63366582098556,28215.0,0.11110914213818646,0.11110914213818646,0.7777639949673052,1,0,2,1,0,1,2,0.5597630786895753,1
41,254,1241.04,0,16,1,2,2,100210,18220,18220,63770,80.68178158513413,50105.0,0.1818163674646496,0.1818163674646496,0.6363572861262735,1,0,2,1,0,0,1,0.1285283970832825,0
30,115,1757.21,0,12,3,1,0,49140,5460,5460,38220,27.948879826641868,12285.0,0.11110885004375165,0.11110885004375165,0.7777619503062616,1,1,0,1,2,1,1,0.1199742857615153,0
38,236,802.24,0,16,1,0,1,66840,16710,5570,44560,83.21298740102584,33420.0,0.24999625978067355,0.08333208659355784,0.6666566927484627,1,0,2,0,2,0,3,0.1363528675630868,0
21,7,1342.72,0,21,1,1,2,62460,6940,6940,48580,46.48289822284404,31230.0,0.11110933222330735,0.11110933222330735,0.7777653255631514,1,0,2,2,1,1,1,0.1199742857615153,0
36,208,1209.41,5000000,15,3,0,1,62810,11420,11420,39970,51.891507836187735,15702.5,0.181815287131235,0.181815287131235,0.6363535049593224,1,0,0,2,2,1,3,0.1199742857615153,0
33,126,1141.71,2000000,21,1,1,2,54160,6770,6770,40620,47.396102248164446,27080.0,0.12499769206624693,0.12499769206624693,0.7499861523974816,1,0,2,0,2,0,1,0.1285283970832825,0
35,48,1090.03,0,1,1,0,2,48400,9680,4840,33880,44.36174990605208,24200.0,0.19999586785396997,0.09999793392698499,0.6999855374888948,1,0,2,0,0,0,2,0.1363528675630868,0
48,297,1464.73,3000000,17,3,0,0,51480,5720,5720,40040,35.122430461271854,12870.0,0.11110895281754433,0.11110895281754433,0.7777626697228104,1,1,0,2,1,1,3,0.1199742857615153,0
36,160,1118.58,0,5,3,2,1,51700,5170,10340,36190,46.178031047357045,12925.0,0.09999806580143518,0.19999613160287036,0.6999864606100462,1,0,0,2,2,0,2,0.1199742857615153,0
58,406,1117.04,0,15,3,1,2,65520,10920,5460,49140,58.60255447032307,16380.0,0.1666641229529464,0.0833320614764732,0.7499885532882588,1,0,0,2,2,1,1,0.1199742857615153,0
31,157,1257.83,7000000,2,4,2,2,47700,4770,9540,33390,37.892328590834346,9540.0,0.09999790360789082,0.19999580721578164,0.6999853252552357,1,0,0,0,1,1,2,0.4040630399613154,1
31,146,1082.72,0,3,1,2,0,5220,580,580,4060,4.816742331967667,2610.0,0.11108982953457192,0.11108982953457192,0.7776288067420034,0,1,3,1,2,0,0,0.1099832439422607,0
57,409,1191.8,6000000,19,1,1,0,73320,6110,12220,54990,61.46881287726358,36660.0,0.08333219677854913,0.16666439355709825,0.7499897710069421,1,1,2,0,1,1,3,0.1285283970832825,0
46,252,1242.02,0,17,1,0,2,74900,14980,7490,52430,60.25647214043217,37450.0,0.1999973298086808,0.0999986649043404,0.6999906543303828,1,0,2,1,1,1,1,0.1363528675630868,0
27,6,1075.71,0,7,1,0,1,3190,580,290,2320,2.9627290542485905,1595.0,0.18176120338451895,0.09088060169225948,0.7270448135380758,0,0,3,3,2,0,0,0.1099832439422607,0
33,103,969.88,6000000,21,1,1,0,76920,12820,6410,57690,79.22709294660514,38460.0,0.16666449994149843,0.08333224997074921,0.7499902497367429,1,1,2,1,1,1,2,0.1285283970832825,0
53,369,1459.93,0,10,2,1,3,77990,7090,14180,56720,53.38380346765416,25996.666666666668,0.09090792527342899,0.18181585054685798,0.7272634021874319,1,0,0,2,2,0,1,0.1285283970832825,0
46,261,1245.61,0,11,1,1,0,59670,9180,9180,41310,47.865812082367384,29835.0,0.1538435756062409,0.1538435756062409,0.692296090228084,1,1,2,2,0,1,1,0.1199742857615153,0
33,159,1462.76,0,23,3,2,0,44880,8160,4080,32640,30.660764059681917,11220.0,0.1818141307011876,0.0909070653505938,0.7272565228047504,1,1,0,0,1,0,2,0.4040630399613154,1
51,344,1398.46,0,14,1,0,2,82830,7530,15060,60240,59.18711503008303,41415.0,0.09090799338411948,0.18181598676823896,0.7272639470729558,1,0,2,1,1,1,3,0.1285283970832825,0
60,437,1269.64,0,10,1,1,3,84480,7680,15360,61440,66.48618019265881,42240.0,0.09090801481990034,0.18181602963980067,0.7272641185592027,1,0,2,1,2,0,1,0.4774945961345326,1
30,65,1455.65,4000000,6,3,2,3,79800,15960,7980,55860,54.78323550612707,19950.0,0.19999749376574227,0.09999874688287114,0.699991228180098,1,0,0,2,1,0,3,0.1285283970832825,0
41,280,1140.31,0,10,3,0,3,53020,9640,9640,33740,46.455388982835515,13255.0,0.18181475264517832,0.18181475264517832,0.6363516342581241,1,0,0,1,2,1,2,0.1199742857615153,0
45,269,1330.46,0,5,3,0,0,24200,2200,4400,17600,18.175536628963695,6050.0,0.09090533449031032,0.18181066898062065,0.7272426759224826,1,1,0,2,1,0,3,0.1199742857615153,0
40,275,1190.6,0,17,1,1,3,43230,7860,7860,27510,36.278952668680766,21615.0,0.18181397608197822,0.18181397608197822,0.6363489162869237,1,0,2,1,2,1,2,0.1285283970832825,0
45,265,972.5,0,3,1,2,3,3190,290,580,2320,3.2768361581920904,1595.0,0.09088060169225948,0.18176120338451895,0.7270448135380758,0,0,3,3,2,0,0,0.1099832439422607,0
43,283,1161.91,0,9,1,0,3,5850,1300,650,3900,5.030483872354696,2925.0,0.22218424200991282,0.11109212100495641,0.6665527260297385,1,0,1,1,1,0,0,0.0873722219467163,0
29,84,1117.17,0,6,1,2,0,6820,620,1240,4960,6.099251455503188,3410.0,0.0908957630845917,0.1817915261691834,0.7271661046767336,1,1,1,3,2,0,0,0.0873722219467163,0
44,247,1101.51,0,22,3,2,2,69480,11580,11580,46320,63.01983655477048,17370.0,0.16666426792936198,0.16666426792936198,0.6666570717174479,1,0,0,1,2,0,1,0.1363528675630868,0
29,56,1523.17,0,10,3,1,2,94560,7880,15760,70920,62.0403235859517,23640.0,0.08333245206797728,0.16666490413595456,0.7499920686117956,1,0,0,0,0,1,1,0.1199742857615153,0
39,210,984.45,0,4,1,1,2,7800,780,780,6240,7.915165660358212,3900.0,0.09998718113062428,0.09998718113062428,0.7998974490449943,1,0,3,1,2,1,0,0.0993852642810706,0
32,108,1257.0,4000000,23,1,1,3,61270,5570,11140,44560,48.70429252782194,30635.0,0.09090760718773971,0.18181521437547943,0.7272608575019177,1,0,2,2,2,0,1,0.1285283970832825,0
49,328,1434.51,0,19,1,0,2,71440,8930,8930,53580,49.76628515301182,35720.0,0.12499825030444703,0.12499825030444703,0.7499895018266821,1,0,2,2,2,0,2,0.1285283970832825,0
37,186,1628.0,0,22,1,1,2,55600,11120,5560,38920,34.13136893799877,27800.0,0.19999640294239313,0.09999820147119656,0.699987410298376,1,0,2,2,2,0,2,0.1363528675630868,0
44,277,1412.31,0,6,1,1,3,5000,1000,500,3500,3.537794256037246,2500.0,0.19996000799840033,0.09998000399920016,0.6998600279944012,0,0,3,3,1,1,0,0.0993852642810706,0
33,138,1362.87,5000000,6,1,2,0,95810,14740,14740,66330,70.24863073460081,47905.0,0.15384454812077944,0.15384454812077944,0.6923004665435075,1,1,2,1,0,0,3,0.1285283970832825,0
41,208,1134.68,0,18,1,2,2,69300,6930,13860,48510,61.02071005917159,34650.0,0.09999855701937924,0.19999711403875847,0.6999898991356546,1,0,2,0,1,0,2,0.1363528675630868,0
37,147,1306.78,0,22,1,1,0,81120,13520,20280,47320,62.028781599351575,40560.0,0.16666461212263162,0.24999691818394743,0.5833261424292107,1,1,2,2,1,1,1,0.1199742857615153,0
21,8,1021.9,0,21,1,0,0,91260,14040,14040,63180,89.21693225144197,45630.0,0.15384446806412377,0.15384446806412377,0.692300106288557,1,1,2,0,1,1,1,0.1363528675630868,0
48,297,1538.6,0,12,1,0,0,60600,6060,12120,42420,39.360872954014035,30300.0,0.0999983498622135,0.199996699724427,0.6999884490354945,1,1,2,1,1,0,3,0.1199742857615153,0
31,150,1354.5,0,6,3,0,3,64800,6480,12960,45360,47.805237919586865,16200.0,0.09999845681393806,0.1999969136278761,0.6999891976975664,1,0,0,0,1,1,1,0.4774945961345326,1
34,4,1282.93,0,0,4,0,0,66880,6080,12160,48640,52.0900672155024,13376.0,0.0909077316427685,0.181815463285537,0.727261853142148,1,1,0,0,2,0,3,0.4040630399613154,1
35,210,1346.27,0,11,1,0,2,58200,5820,5820,46560,43.19846801309315,29100.0,0.09999828181646364,0.09999828181646364,0.7999862545317091,1,0,2,2,0,1,1,0.1285283970832825,0
31,91,1338.4,4000000,19,1,1,0,60570,6730,6730,47110,45.22174107809467,30285.0,0.11110927671658054,0.11110927671658054,0.7777649370160638,1,1,2,1,1,0,3,0.1199742857615153,0
36,167,949.44,0,22,3,0,0,69680,8710,8710,52260,73.31341273515424,17420.0,0.1249982061107045,0.1249982061107045,0.749989236664227,1,1,0,0,0,0,2,0.4774945961345326,1
58,467,977.4,0,2,1,2,3,55700,5570,11140,38990,56.92968111201962,27850.0,0.09999820470009516,0.1999964094001903,0.699987432900666,1,0,2,2,1,1,1,0.1363528675630868,0
